Ê±¼ä;¾­¶È;Î³¶È;1,1,2,2-ËÄÂÈÒÒÍé;1,1-¶þÂÈÒÒÏ©;1,2,4-ÈýÂÈ±½;1,2-¶þäåÒÒÍé;1,3-¶¡¶þÏ©;1,3-¶þÂÈ±ûÏ©;TVOC;¶¡Ï©;¶¡Íé¡¢±ûÍª;ÈýÒÒ°·;ÈýÂÈÒÒÏ©;ÈýÂÈÒÒÍé;Èý¼×±½;ÒÒÁòÃÑ¡¢¶¡Áò´¼;ÒÒËáÒÒõ¥;ÒÒËáÕý¶¡õ¥;ÒÒËáÕý±ûõ¥;¶þÒÒ»ù±½;¶þÒÒ»ù±½°·;¶þÑÇÒÒ»ùÈý°·;¶þÂÈ±½;¶þäå¼×Íé;¶þ¼×»ù¶þÁòÃÑ;¶þ¼×»ù¼×õ£°·;¶þ¼×±½¡¢ÒÒ±½;¶þ¼×±½·Ó;¶þÁò»¯Ì¼¡¢±ûÁò´¼;ÁùÂÈ-1,3-¶¡¶þÏ©;Ê®Ò»Íé;ËÄÂÈÒÒÏ©;ÈÉÍé;¼ºÏ©¡¢¼×»ù»·ÎìÍé;¼ºÁò´¼;ÒìÎì¶þÏ©;ÎìÏ©;ÎìÍé¡¢ÒìÎìÍé;Õý±û´¼;ÕýÊ®ÈýÍé;ÕýÊ®¶þÍé;Õý¼ºÍé¡¢¶þ¼×»ù¶¡Íé;Õý¸ýÍé;Õý¹ïÍé;Õý¹ï´¼;ÕýÐÁÍé;ÂÈÒÒÍé;ÂÈ±½;»·¼ºÏ©;¼×»ù»·¼ºÍé;¼×Áò´¼;¼×ÁòÃÑ¡¢ÒÒÁò´¼;¼×±½;¼×ËáÒÒõ¥;Á×ËáÈý¼×õ¥;±½;±½ÒÒÏ©;±½¼×Ëá¼×õ¥;±½°·
2019-09-26 18:59:35;113.2558716666667;23.106305;0.0;1.39;0.45;0.0;2.28;1.03;92.29;0.0;8.2;0.0;0.0;2.67;1.64;0.0;0.0;0.0;0.38;0.7;0.51;0.73;0.3;0.0;0.2;0.0;6.64;0.25;0.0;0.0;0.0;2.94;9.14;3.97;0.3;1.98;4.6;4.32;0.0;1.76;5.58;1.5;0.0;0.01;0.48;0.0;0.0;2.75;1.09;0.52;2.34;5.82;9.64;0.24;0.0;3.1;0.38;0.48;1.99
2019-09-26 18:59:40;113.25563;23.10665166666667;0.0;1.39;0.45;0.0;4.45;2.03;83.18;0.0;9.2;0.0;0.0;0.0;1.31;0.0;0.66;0.0;0.38;1.01;0.51;0.0;0.0;0.0;0.0;0.0;6.12;1.19;0.0;0.0;0.0;1.62;8.06;3.59;0.3;3.92;2.53;3.82;0.0;1.76;4.0;0.19;0.0;0.0;0.48;0.0;0.19;2.23;0.44;2.11;4.02;2.8;7.51;0.24;0.04;2.74;0.15;0.66;1.1
2019-09-26 18:59:45;113.2555116666667;23.107045;0.0;0.0;0.0;0.0;4.45;2.03;77.48;0.15;8.86;0.0;0.0;0.0;1.17;0.0;0.66;0.16;0.0;0.66;0.0;0.0;0.0;0.0;0.0;0.2;5.37;0.51;0.0;0.0;0.0;0.0;10.42;6.0;0.42;1.94;2.53;3.62;0.0;0.55;2.38;0.0;0.0;0.0;0.69;0.0;0.19;1.77;0.44;2.11;5.61;2.8;6.5;0.76;0.95;2.62;0.0;0.44;0.5
2019-09-26 18:59:50;113.2553466666667;23.10750333333333;0.0;1.14;0.0;0.0;2.17;2.03;72.6;2.54;8.72;0.0;0.0;0.0;0.96;0.0;0.66;0.16;0.31;0.31;0.0;0.0;0.24;0.0;0.0;0.71;4.96;0.51;0.0;0.0;0.0;0.0;9.57;6.64;0.42;1.94;2.99;3.03;0.0;0.0;2.38;0.57;0.92;0.0;0.0;0.0;0.19;1.17;0.0;0.64;6.98;0.0;5.98;0.26;0.95;2.38;0.0;0.19;0.0
2019-09-26 18:59:56;113.25525;23.10772666666667;0.0;3.39;0.0;0.0;0.0;0.0;60.56;0.47;7.35;0.0;0.0;0.0;1.01;1.34;0.0;0.16;0.31;0.0;0.0;0.0;0.24;0.0;0.16;0.71;4.64;0.33;0.0;0.0;0.0;0.0;9.25;4.18;0.42;0.0;1.54;3.5;0.0;0.9;2.38;1.15;0.92;0.0;0.0;0.0;0.0;1.04;0.0;0.3;4.46;0.0;6.19;0.26;0.41;2.8;0.0;0.18;0.61
2019-09-26 19:00:01;113.2552833333333;23.10788166666667;0.0;1.37;0.53;0.0;0.0;0.0;60.76;1.46;6.5;0.0;0.0;0.0;0.61;1.34;0.0;0.0;0.31;0.17;0.0;0.0;0.61;0.0;0.33;1.22;4.38;0.33;0.0;0.0;0.0;0.0;4.0;4.71;0.0;2.23;1.88;2.87;0.0;0.9;0.0;1.89;1.23;1.05;0.0;2.99;0.0;1.64;0.16;0.3;4.47;0.0;7.11;0.0;0.36;2.45;0.04;0.18;1.13
2019-09-26 19:00:06;113.2555216666667;23.10799;0.0;0.0;0.95;0.0;0.0;0.0;62.07;2.51;6.1;0.0;0.0;0.0;0.81;1.34;0.0;0.0;0.0;0.17;0.0;0.0;0.82;0.0;0.33;1.3;4.01;0.33;0.0;0.0;1.26;0.0;3.36;4.07;0.0;2.23;0.0;2.54;0.0;0.9;1.71;2.06;1.02;1.05;0.0;2.99;0.0;2.81;1.29;0.3;3.1;0.0;7.65;0.0;0.36;2.74;0.04;0.18;1.72
2019-09-26 19:00:11;113.2557433333333;23.108075;0.0;0.0;0.95;0.0;2.54;0.0;65.94;4.63;5.53;0.25;0.0;0.0;0.79;0.0;0.0;0.0;0.0;0.39;0.0;0.0;0.82;0.0;0.17;1.76;4.82;0.0;0.0;0.0;1.26;0.0;3.93;4.07;0.0;2.23;0.06;2.21;0.0;0.0;1.71;2.26;1.02;1.05;0.0;2.99;0.0;2.34;1.85;1.57;1.6;0.0;7.95;0.35;1.51;1.83;0.04;0.0;1.4
2019-09-26 19:00:16;113.2559083333333;23.10821;0.0;0.0;0.91;0.0;2.54;0.0;67.98;4.26;5.77;0.25;0.0;0.0;1.31;0.0;0.2;0.0;0.0;0.47;0.0;0.0;0.45;0.0;0.0;0.79;5.5;0.66;0.0;0.0;1.26;0.0;5.51;7.04;0.0;0.0;2.49;3.71;0.0;0.0;3.02;2.0;0.92;0.0;0.0;0.0;0.0;1.69;1.4;1.57;0.0;2.48;7.24;0.35;0.65;2.33;0.15;0.22;0.87
2019-09-26 19:00:20;113.2560233333333;23.10825333333333;0.0;0.0;0.91;0.0;2.54;0.0;71.39;3.7;6.35;0.25;0.0;0.0;1.51;0.0;0.72;0.23;0.0;0.72;0.0;0.0;0.0;0.0;0.0;0.81;6.04;0.66;0.0;0.0;0.0;0.0;6.08;7.04;0.25;0.0;4.46;3.68;0.0;0.0;1.3;1.58;0.2;0.0;0.0;0.0;0.0;1.06;0.27;3.0;0.0;6.26;7.95;0.35;0.65;1.74;0.33;0.47;0.29
2019-09-26 19:00:25;113.256315;23.10838833333333;0.0;0.0;0.91;0.0;2.26;0.0;84.99;3.81;6.63;0.0;0.0;0.0;1.78;0.0;0.75;0.89;0.0;0.74;0.0;0.0;0.27;0.0;0.0;0.35;6.07;0.66;0.0;0.0;0.0;0.0;6.93;7.04;0.25;0.0;5.39;3.58;0.0;0.0;1.3;1.39;0.2;0.0;0.0;5.73;0.17;0.99;0.33;1.77;1.64;10.26;8.99;0.0;0.0;2.44;0.5;0.99;0.0
2019-09-26 19:00:30;113.2567366666667;23.10852166666667;0.0;0.0;0.42;0.0;2.26;0.62;85.15;3.83;6.97;0.0;0.0;0.0;1.52;1.37;0.83;1.96;0.0;0.49;0.0;0.0;0.55;0.38;0.08;0.35;5.37;0.0;0.0;0.0;0.0;0.0;9.03;0.0;0.25;0.0;5.93;2.73;0.0;0.0;2.28;0.91;0.0;0.0;0.0;5.73;0.17;1.1;0.95;3.83;1.64;7.79;10.9;0.22;0.81;2.3;0.35;0.76;0.49
2019-09-26 19:00:35;113.2570216666667;23.10862333333333;0.43;0.0;0.49;2.87;2.26;0.62;80.59;3.42;6.13;0.0;0.0;0.0;1.54;1.37;0.87;1.31;0.0;0.43;0.0;0.0;0.55;0.38;0.08;0.0;5.1;0.0;0.0;0.0;0.0;0.0;8.4;0.0;0.27;0.0;6.7;2.02;0.0;0.0;2.28;0.29;0.0;1.3;0.0;5.73;0.17;1.33;0.95;2.4;1.64;4.97;9.39;0.22;0.81;2.72;0.17;0.52;0.49
2019-09-26 19:00:40;113.25724;23.10868666666667;0.0;0.0;0.49;2.87;2.66;0.62;72.24;3.26;6.96;0.0;0.0;0.0;0.94;2.91;0.85;0.65;0.0;0.19;0.0;0.0;0.51;0.38;0.27;0.0;4.38;0.0;0.0;0.0;0.0;0.0;8.77;0.0;0.27;0.0;5.65;2.14;0.0;0.0;3.85;1.04;0.32;1.3;0.0;0.0;0.0;2.4;0.33;1.13;0.0;4.42;8.34;0.22;0.81;2.83;0.0;0.0;0.49
2019-09-26 19:00:45;113.25763;23.10884166666667;0.0;0.0;0.98;2.87;6.46;0.86;67.8;0.61;7.12;0.0;0.0;0.0;0.89;1.54;0.26;0.0;0.0;0.2;0.0;0.0;0.24;0.0;0.19;0.27;4.68;0.0;0.0;0.58;0.0;0.0;7.39;0.0;0.27;0.0;5.74;1.85;0.0;0.0;2.84;1.85;0.32;1.3;0.0;0.0;0.0;2.31;0.0;0.85;0.0;4.42;7.93;0.0;0.0;2.8;0.0;0.2;0.0
2019-09-26 19:00:50;113.2580633333333;23.10901333333333;0.0;0.0;0.49;0.0;6.46;0.86;68.67;0.97;6.55;0.0;0.0;0.0;0.67;1.54;0.0;0.0;0.0;0.3;0.49;0.0;0.51;0.0;0.19;0.27;4.7;0.28;0.0;0.58;1.21;0.0;8.12;0.0;0.28;0.0;5.08;3.63;0.0;0.0;2.84;2.61;1.08;0.0;0.0;0.0;0.15;2.24;0.0;0.85;0.0;3.45;8.42;0.23;0.35;2.69;0.0;0.2;0.39
2019-09-26 19:00:55;113.2583966666667;23.10911833333334;0.0;0.0;0.49;0.0;3.79;0.86;67.6;1.3;6.07;0.0;0.0;0.0;1.27;0.0;0.0;0.0;0.0;0.47;0.68;0.0;0.28;0.0;0.14;0.27;4.43;1.84;0.0;0.58;1.21;0.0;8.74;0.0;0.28;2.0;6.17;3.28;0.17;0.0;1.27;2.06;0.41;0.0;0.0;0.0;0.15;1.37;0.0;2.35;0.0;3.2;8.75;0.23;0.35;2.52;0.0;0.2;0.39
2019-09-26 19:01:00;113.25858;23.10918666666667;0.0;0.0;0.0;0.0;0.0;0.0;67.75;4.23;5.8;0.0;0.0;0.0;1.34;0.0;0.0;0.0;0.35;0.7;0.68;0.0;0.53;0.0;0.14;0.0;3.93;1.84;0.0;0.0;2.23;0.0;9.15;2.83;0.28;2.0;2.77;3.39;0.17;0.0;1.24;1.9;1.16;0.0;0.4;0.0;0.15;1.79;0.55;3.25;0.0;3.2;7.91;0.23;0.35;2.59;0.0;0.28;0.39
2019-09-26 19:01:06;113.2588233333333;23.10933166666667;0.0;0.0;0.0;0.0;2.11;0.0;74.98;4.11;6.4;0.0;0.0;0.0;1.26;0.0;0.0;0.0;0.35;0.79;0.0;0.0;0.49;0.0;0.14;0.0;3.88;1.12;3.22;0.0;1.01;1.64;8.8;2.83;0.0;2.0;2.98;2.19;0.17;0.0;1.24;1.69;1.04;0.0;0.4;0.0;0.0;1.52;1.05;5.15;0.0;6.25;7.06;0.0;0.0;3.14;0.15;0.52;0.28
2019-09-26 19:01:11;113.258985;23.10940166666667;0.0;0.0;0.41;0.0;2.11;0.0;84.52;4.27;6.41;0.0;0.0;0.0;1.09;0.0;0.0;0.0;1.03;0.78;0.0;0.0;0.71;0.53;0.0;0.0;4.66;0.0;3.22;0.0;1.98;2.59;7.45;6.35;0.0;0.0;1.87;1.89;0.0;0.0;1.24;0.9;1.61;0.0;0.4;5.2;0.0;1.31;1.61;5.41;0.0;4.2;8.06;0.0;0.0;5.35;0.29;0.52;1.05
2019-09-26 19:01:16;113.259185;23.109485;0.0;1.77;0.41;0.0;2.11;0.0;85.12;3.62;5.85;0.0;0.0;0.0;1.4;0.0;0.31;0.0;0.32;0.8;0.0;0.34;0.46;0.53;0.0;0.17;5.66;1.09;3.22;0.0;0.97;2.59;4.75;7.32;0.0;0.0;3.86;2.04;0.0;0.0;0.0;0.25;1.58;1.17;0.0;5.2;0.0;0.99;0.77;2.73;0.0;6.59;9.06;0.0;0.0;5.28;0.29;0.57;1.05
2019-09-26 19:01:21;113.2593833333333;23.10954833333333;0.0;4.3;0.41;0.0;0.0;0.0;92.46;3.66;4.99;0.0;0.0;1.42;1.75;0.0;1.2;0.0;0.99;0.43;0.0;0.34;0.44;0.53;0.0;0.17;7.06;1.09;0.0;0.0;0.97;0.96;6.33;7.32;0.34;2.54;4.68;1.99;0.0;1.43;2.07;0.59;0.94;1.17;0.0;5.2;0.0;1.05;0.27;0.83;1.61;6.45;9.32;0.0;0.0;5.26;0.14;0.32;1.89
2019-09-26 19:01:26;113.259485;23.10960666666667;0.0;1.69;0.0;7.39;2.19;0.0;95.15;4.2;4.19;0.27;0.0;0.0;1.99;1.74;1.78;0.0;0.9;0.47;0.0;0.34;0.21;0.0;0.0;0.17;6.4;1.09;0.0;0.0;0.0;0.0;7.17;6.55;0.34;2.54;4.84;3.39;0.0;1.43;3.48;1.53;0.37;1.17;0.0;0.0;0.17;1.58;0.0;0.0;3.39;7.61;9.03;0.0;0.0;3.05;0.0;0.32;2.14
2019-09-26 19:01:31;113.2594883333333;23.109605;0.0;1.96;0.0;7.39;2.19;0.0;93.96;4.68;3.86;0.27;0.0;0.0;1.81;3.2;1.87;0.0;0.9;0.48;0.0;0.0;0.21;0.0;0.0;0.18;5.97;1.05;0.0;0.0;0.0;1.1;7.17;2.68;0.34;2.54;5.7;3.27;0.19;1.43;3.48;2.51;0.36;1.1;0.0;0.0;0.17;1.7;0.0;0.0;3.39;8.41;7.52;0.0;0.0;2.71;0.0;0.0;2.14
2019-09-26 19:01:36;113.2594916666667;23.109605;0.12;0.0;0.0;7.39;2.19;1.06;87.68;5.12;4.1;0.27;0.0;0.0;1.73;3.2;1.53;0.0;0.23;0.67;0.0;0.0;0.0;0.0;0.25;0.18;4.24;1.05;0.0;0.0;0.0;1.1;7.04;2.68;0.0;0.0;5.57;3.51;0.19;0.43;1.41;2.78;0.36;1.1;0.0;5.04;0.17;1.74;0.0;1.15;3.04;5.7;8.12;0.0;0.0;2.31;0.0;0.21;0.69
2019-09-26 19:01:55;113.2594933333333;23.109605;0.0;2.9;0.4;0.0;2.63;1.45;68.49;5.26;6.6;0.0;1.61;0.0;1.67;0.0;0.0;0.0;0.0;0.41;0.0;0.0;0.29;0.0;0.28;0.18;4.5;0.0;0.0;0.0;1.26;1.57;6.84;6.47;0.0;0.0;3.83;2.79;0.2;0.0;0.0;1.91;0.0;0.0;0.0;0.0;0.0;1.02;0.18;1.28;0.0;3.69;6.58;0.0;0.0;1.76;0.04;0.57;0.33
2019-09-26 19:02:00;113.2594933333333;23.10960333333333;0.0;0.0;0.4;0.0;0.0;1.45;62.98;6.62;6.73;0.0;0.85;0.0;1.44;0.0;0.57;0.0;0.0;0.74;0.0;0.0;0.49;0.0;0.14;0.85;4.51;0.0;0.0;0.0;0.0;1.81;6.19;3.41;0.41;0.0;0.61;2.6;0.0;0.0;1.33;2.34;0.23;0.0;0.0;0.0;0.0;1.08;0.18;2.96;0.0;3.69;8.5;0.21;0.0;1.7;0.04;0.36;0.56
2019-09-26 19:02:05;113.25951;23.109605;0.0;0.0;0.4;0.0;0.0;0.0;65.46;6.94;5.59;0.31;0.85;0.0;1.31;0.0;0.57;0.31;0.0;0.75;0.0;0.21;0.49;0.0;0.14;0.41;3.53;0.0;0.0;0.0;0.0;1.81;7.49;3.41;0.41;3.08;4.69;2.56;0.0;0.0;1.33;2.19;1.13;0.0;0.0;0.0;0.0;1.07;0.74;0.72;0.0;0.0;9.25;0.21;0.0;2.13;0.04;0.0;1.39
2019-09-26 19:02:10;113.2597383333333;23.10964;0.0;0.0;0.0;0.0;0.0;0.0;60.3;4.58;4.53;0.31;0.0;0.0;0.98;0.0;0.57;0.31;0.0;0.52;0.0;0.21;0.2;0.0;0.0;0.41;3.79;0.67;0.0;0.0;0.0;0.24;7.94;2.04;0.39;4.94;3.8;3.03;0.0;0.0;1.33;2.05;1.72;1.46;0.0;0.0;0.0;1.07;0.88;1.06;0.0;0.0;7.82;0.21;0.0;1.66;0.0;0.21;1.39
2019-09-26 19:02:15;113.26003;23.10961833333333;0.0;1.61;0.56;0.0;0.0;0.0;60.32;1.18;4.09;0.89;0.0;0.0;1.53;1.34;0.3;0.31;0.0;0.39;0.0;0.23;0.21;0.0;0.0;0.0;3.72;0.67;0.0;0.0;0.0;0.0;6.06;2.0;0.0;6.97;3.8;3.04;0.22;0.0;1.55;1.92;1.13;1.46;0.0;0.0;0.0;0.99;1.44;0.8;0.0;2.92;6.31;0.0;0.0;1.36;0.0;0.21;1.08
2019-09-26 19:02:21;113.2603333333333;23.10959666666667;0.0;1.61;0.98;0.0;0.0;0.0;62.96;2.76;4.94;0.22;0.0;0.0;1.34;1.34;0.3;0.0;0.0;0.2;0.0;0.0;0.21;0.0;0.0;0.0;3.6;1.34;0.0;0.0;0.0;1.38;3.1;5.04;0.0;3.9;0.0;2.85;0.22;0.0;2.84;2.69;0.23;1.46;0.0;0.0;0.0;0.86;0.88;2.21;0.08;7.55;6.23;0.0;0.35;0.91;0.0;0.43;0.89
2019-09-26 19:02:26;113.260665;23.10962166666667;0.0;0.0;1.68;0.0;0.0;0.93;73.41;4.26;6.16;0.22;0.0;0.0;1.48;1.34;0.79;0.0;0.0;0.2;0.0;0.0;0.23;0.0;0.0;0.0;3.49;0.24;3.07;0.0;1.14;1.38;3.86;2.87;0.0;4.23;0.0;2.45;0.22;0.0;2.84;3.01;0.0;1.02;0.0;0.0;0.0;0.86;0.27;1.88;1.42;11.07;7.09;0.0;0.35;1.98;0.0;0.5;0.89
2019-09-26 19:02:31;113.2609683333333;23.109585;0.0;0.0;1.12;0.0;0.0;0.93;73.81;6.26;6.4;0.0;1.08;0.0;0.99;0.0;0.17;0.0;0.0;0.0;0.0;0.0;0.01;0.0;0.05;0.0;4.06;0.24;3.07;0.0;1.14;1.38;5.66;2.87;0.0;2.19;3.3;2.51;0.0;0.0;1.3;2.74;0.0;1.02;0.0;0.0;0.0;1.03;0.0;0.46;3.02;8.15;7.11;0.22;0.35;3.09;0.16;0.76;0.96
2019-09-26 19:02:36;113.2612733333333;23.10954166666667;0.0;0.0;1.14;0.0;0.0;0.93;78.79;4.32;6.08;0.0;1.08;0.0;1.09;0.0;0.17;0.0;0.0;0.22;0.0;0.0;0.01;0.0;0.05;0.0;3.94;0.0;8.82;0.0;1.14;0.0;8.51;0.0;0.0;4.73;3.3;2.21;0.0;0.0;0.0;1.38;0.33;1.02;0.0;0.0;0.0;1.13;0.18;0.45;4.81;11.89;5.57;0.22;0.0;3.04;0.16;0.54;0.32
2019-09-26 19:02:41;113.2615683333333;23.10947333333333;0.0;0.0;0.44;0.0;0.0;0.0;63.73;3.35;5.64;0.0;1.08;0.0;0.76;0.0;0.3;0.0;0.0;0.46;0.37;0.0;0.05;0.0;0.05;0.0;4.27;0.0;3.18;0.0;0.0;0.0;6.64;0.0;0.0;4.41;1.49;2.72;0.48;0.0;1.52;0.47;0.33;0.0;0.0;0.0;0.2;1.83;0.18;0.45;3.47;10.72;4.91;0.22;1.04;1.97;0.16;0.25;0.32
2019-09-26 19:02:46;113.2619233333333;23.10946;0.0;0.0;0.44;0.0;0.0;0.0;61.6;1.34;4.99;0.0;0.0;0.0;0.61;0.0;0.3;0.23;0.0;0.46;0.37;0.0;0.05;0.0;0.0;0.0;3.99;0.0;3.18;0.0;0.0;0.0;6.54;0.0;0.0;4.41;0.0;2.98;0.48;0.0;1.52;0.82;1.98;0.0;0.0;4.31;0.2;1.23;0.18;0.45;3.22;10.72;4.1;0.26;1.04;1.19;0.0;0.0;0.0
2019-09-26 19:02:51;113.2621466666667;23.10938666666667;0.0;0.75;0.0;0.0;2.35;0.83;54.04;1.39;3.91;0.0;0.0;0.0;0.57;0.0;0.3;0.23;0.0;0.24;0.38;0.0;0.27;0.0;0.0;0.08;4.47;0.0;0.0;0.0;0.0;0.0;7.98;0.0;0.0;5.17;0.55;2.98;0.48;0.0;1.52;1.58;1.86;0.0;0.0;4.31;0.2;0.71;0.0;0.0;1.35;2.34;4.73;0.69;1.04;0.48;0.0;0.28;0.0
2019-09-26 19:02:56;113.262295;23.10925333333334;0.0;0.75;0.46;0.0;4.46;0.83;55.29;0.71;3.05;0.0;0.0;0.0;0.75;0.0;0.0;0.23;0.34;0.08;0.0;0.0;0.23;0.0;0.0;0.63;3.89;0.0;0.0;0.0;0.0;0.0;8.43;0.0;0.25;5.55;2.8;2.29;0.0;0.0;0.0;1.58;2.73;0.0;0.0;4.31;0.0;0.0;0.0;1.01;2.79;0.0;4.68;0.69;0.45;0.48;0.0;0.49;0.33
